,m1,m32,m34,m47,m50,m110,m111,m223,m260,m296,m318,m356,m457,m480,m527,m541,m589,m590,m593,m608,m750,m858,m904,m908,m912,m913,m919,m920,m923,m924,m969,m1036,m1089,m1097,m1136,m1148,m1193,m1196,m1197,m1198,m1200,m1204,m1206,m1207,m1208,m1210,m1213,m1214,m1219,m1220,m1221,m1222,m1225,m1230,m1233,m1234,m1240,m1242,m1247,m1250,m1252,m1258,m1259,m1265,m1270,m1278,m1288,m1291,m1294,m1304,m1307,m1358,m1387,m1394,m1580,m1610,m1617,m1704,m1784,m1923,m2028,m2324,m2396,m2571,m2599,m2692,m2700,m2716,m2762,m2791,m2804,m2858,m2918,m2959,m2997,m3114,m3147,m3421,m3471,m3578
m1198,0.5179447179351268,,,,0.571613091335123,0.5294277232819832,,,0.710493233068081,,0.6064400819629804,,,,0.5809298484045524,,,,0.5400746976934773,,,0.577400695205903,0.5895349771867736,0.5466117317647474,0.549724243981908,0.536670554719818,0.5139471990233913,,,,,0.5569026884586793,,,0.542716436117447,0.6013610185954549,,0.6563027005379408,0.5430391277936522,,,0.5572460196638778,,0.5525386645426995,,0.540129576656263,,,,,,,,,0.52061087845139,0.5883888067951277,0.5429686052536413,,,0.5870473460548994,,,,,0.5347581348189904,,,0.5918219872072923,,,,,,,,,,,,,0.5426545887741075,,,0.5407097248198207,,,,,0.5837803525581722,,,,,,,,,,,
m1200,0.5064469039969905,,0.5139941098434389,0.5259927758314064,,,,,,0.4960336077937498,,,,0.552799534688547,,0.5372829839569293,0.614544664777636,,0.5030316861232667,,,,,,,,,,,,,0.5816534546793168,,,,,,0.5118020681111018,,,,,,,,0.4973657380302268,,0.7205541669001461,,,,0.49740080724091407,,,,,0.5949596380928365,,,,,0.5061529468964295,,0.5315622562050648,0.4967781800656892,,,,,,,,0.6022393406081253,0.510810295819588,,,0.5023221217265933,,,0.5102377739464126,,,,0.530496269726473,,,0.49983907817354345,0.5540020864408007,,0.5277038147013886,,,0.4977300042858696,,,0.5139499518289046,,0.523702509838484,0.5144586217891557,0.5106988783783376
m1204,,,,,0.5454534870136275,,0.5566759239186132,,,,,,,,0.531295557262091,0.5410110759498088,,,,0.5656314526621842,0.6395290554689761,0.6408231046746685,0.6206303895198448,0.5659502098974931,0.6038530867382393,0.61714114496875,0.5299561660196802,,0.619965333513743,0.575795790670561,0.5312072310990328,,,,,0.5578762309556602,0.5674327499534717,,,0.5572460196638778,,,0.5457376437876358,0.6232649877011343,0.5844896391416879,,0.5328701283696902,,,,0.5760338020198527,,,,0.5989671002593827,,,,,0.6582637352960324,0.6049378411465757,,,,,,0.5490298260278224,,0.540203676787005,,,,,,,,0.5257437560519993,,,,,,0.5323407258131282,,,,,,,,,,,,,,,,,
m1206,,0.5611864945434237,,0.5191828338383077,,,0.6026955463767005,,,0.5601200951676898,,,,,,0.5351274334234789,,,,0.5743225177114081,0.586722849338397,,,,,,,,0.5639257303071658,0.641004053429844,,,0.6044121347995918,,0.5544467692727104,,,,,,,0.5457376437876358,,,0.6237298082699201,,0.593404118837826,,0.5557408666619755,,0.5432675339997082,0.5893589676348487,,0.5669284197838929,,,,,0.5606065211257232,,0.5644877564198157,0.5666206319553478,,,,,0.5999146935934943,,,,,0.5315191562317294,,0.5783349299431775,,,,,,,,,,,0.5251350913156281,,0.5538154256361774,,,0.5259051018992098,,0.5254441329365945,,0.5769475808491819,0.5953116702014974,,,,,
m1207,,,,,0.5487464927302976,,,,,,0.5647540175301845,,,,0.5899349606027195,0.54031182778374,,,,0.545144710401274,0.607685506011694,0.5775216454268564,0.6482374465763998,0.6251229585433433,0.6628732492726257,0.5975214010159298,0.6061758805524605,,0.5927196881221174,,0.613565104675085,,,,,0.6322443578162805,0.6423332767827585,,0.5421713432799421,0.5525386645426995,,0.6232649877011343,,,,,,,0.5444208940839468,,0.5533962380834188,,,0.5394262097421585,,0.5926493004128363,,,0.5437140885828614,0.6044775656008162,0.5677257034902714,,,,,0.5642693727964763,0.5469009316460997,,,,,,,,,,,,,,,,0.5426084964654748,,,,,,,,0.545547868595843,,,,,,,,,
m1208,,,,,,,0.5724190678999679,,,0.5446379979556948,,,,,,0.6129913791368364,,,,0.5280534369387457,0.5779635310145756,0.5744550670803678,0.5343947780900744,0.5407748243622527,,0.5487130207525097,,,0.5622293113584951,0.6163401571389864,,,0.5254493697221853,,0.550255854943297,0.5379801853265208,0.564186741966838,,,,,0.5844896391416879,0.6237298082699201,,,,0.576690643564974,,,0.5339600724822987,0.5581920383200445,0.5862083497154928,0.527401010810729,,0.5517647609003637,,,,0.5339307032190336,0.5483466950407815,0.5957987646843486,0.5794303001210228,,,,,,,,0.5224944312481873,,,,0.5359598386584801,,,0.5377459675683134,,,,,,,,,,,,,,,,,,,,,,,
m1210,,,,,,0.5298584371924832,,0.540106655932571,0.6738462321160645,,,0.5449434618783386,0.5575413853273428,0.5841917300903445,,,0.5497706808963587,0.5328870676672232,,,,,,,,,,0.5066720728865768,,,,0.528830971066351,,0.5462453495937687,,,,0.7331634650525011,0.4990875620766901,0.540129576656263,,,,,,,,,,0.5211460874703746,,,,,,0.5030848174631187,,0.526669132799905,,,,,0.5106022492511442,,0.5617784813639621,,,0.6273988455303394,,,,,,,0.5478343222953116,0.5450089041306161,,0.5281726623185723,0.5118095301690446,,,,,0.5200519179433187,,,,0.5734993107950512,,0.502833667759063,,,,,,,0.5102587950145391,,0.5053028663902454,0.5460574180164799
m1213,,,,0.5452028586212722,0.5487782037755529,0.50797824590004,0.6104500316923269,,,0.6133120502772949,0.5183863022954124,,,,,,,,0.5277146385590604,0.5544153169167,0.5402137163002717,0.6258595297786872,0.5348737262796384,0.5729373416431397,,,,,0.5670194919354707,0.5450779720019199,,,0.595010999593983,,,,0.5732353406175889,,,,,0.5328701283696902,0.593404118837826,,0.576690643564974,,,,,,0.6825117881386453,0.575444577271822,0.5078680217296185,0.5216014456076888,,,,,,,0.5268324174904775,0.5480240974762144,,,,,0.5117831891395025,,,,,,,0.5121914941617112,,,0.5357257132360337,,,,,,,,,,,,,,,0.5318730074209167,,,,,,0.5121866103878042,,
m1214,,,0.5113443908765348,,0.49438947235208386,,0.5204779666332944,,,,,,,0.5276723255452053,,0.5870235812312282,0.5433932312509308,,0.5089055541920825,,,,,,,,,,,0.5141922294076657,,0.5139355048827561,0.4989827126862391,,,,,,,,0.7205541669001461,,,,,,,,0.5381607683402202,,0.509435264392105,,,,,,0.621602536361583,,,,0.5215527846447362,0.5633739643900968,,0.5142908016150707,,0.5071842922729395,,,0.5017810902270637,,,,0.6250944467259065,0.5004669652796149,,,,,,,,,,,0.5227824687684607,,0.5237689632420518,0.5386771005301667,,0.5112749589977137,0.49358310714778975,,,,0.49896899387482535,0.49973804820160844,,0.5217191254344563,0.5104054634412184,
m1219,,,,,,,0.5551168272593663,,,0.5235929524445203,,,,,,,,,0.5748196962811778,0.5400558196420064,0.5662826670549024,0.5653666601217697,0.6358986375806835,0.624713886932419,0.5866984249687566,0.5717230998240622,0.529247920373734,0.525032700143028,0.6252858292573961,0.541383677144547,,,0.5362008142412634,,,,0.5314667452209181,,,,,0.5216401972717497,0.5557408666619755,0.5444208940839468,0.5202270138246282,,,0.5381607683402202,,,0.5180927447500585,,,,,,,,0.549581877745471,0.586409886986857,0.5801840059669932,0.5735689478625677,,,,0.5336829293316264,,,,,,0.5256424386659834,0.5554536705292014,,,,,,,,,,,,,,,,,,,,,,,,,,0.5215838368677568,
m1220,,0.5189207478246054,0.5189216552228013,,,,,0.5652471665986933,,,,,,,,,,0.5082723828120644,,,0.5296389862783433,,,,,,,,,0.5500572521168281,,0.5426953352125792,0.5345583564204954,,0.517250528240501,,,,,,,,0.5182287322294667,,0.5339600724822987,0.5211460874703746,,,,,,,,,,,,,,,,0.5390650128447478,0.5163771592034477,,,0.5091565774147679,0.5271884979088522,0.5255719339230736,0.5370514364528719,0.5152340185099087,0.520005076308406,,,0.5138511013846951,0.5597172520460486,0.515317202908386,,,,0.533916943424485,,,,,,,0.5269572810700769,0.6002480575416528,,0.5694707921225474,,,0.5269563138815762,,,,,0.6499787318361401,0.5222179707230281,
m1221,,,,,0.5628736129874325,,0.5875053405924789,,,0.5601236089208622,0.5295157808995486,,,,0.5299416605041007,0.5368576210058971,,,0.5401875322108556,0.5338066230010363,0.5721593877121569,0.8290181798363555,0.5873400694560842,,0.5394542219116556,0.5283441092948691,,,0.5860098818235255,0.524206505220284,,,0.5411715560367957,,,,0.6012334619305978,,,,,0.5760338020198527,0.5432675339997082,0.5533962380834188,0.5581920383200445,,0.6825117881386453,,,,,0.5187990207134114,,0.5347264536034804,0.5253675599703135,,,,,0.5747479377209815,0.5930428391026064,,,,,,0.5268198566768886,,,,,,0.5201170765966744,,,,0.5348616367292786,,,,,,,,,,,,,,,,,,,,,,,
m1222,,,,0.5249749308580667,,,0.5135037307519653,,,,,,,,,0.5124548874700079,,,,0.54403545397034,0.516229451126011,,,0.5204112635503583,,,,,0.5126978826383279,0.5705322100524445,,,0.5844968098194921,,0.539381686199385,,0.5262665898179688,,,,,0.5153130732878718,0.5893589676348487,,0.5862083497154928,,0.575444577271822,,,,0.5187990207134114,,,0.5288077843818063,,,,,0.5192038633981151,0.5125767894687445,,0.6193116927401398,0.5154701957458523,,,,,,0.5211746753261144,,,0.5296409405004155,,0.5228857894827553,,,,,,0.5332940013726614,,,,,0.5133145041916772,0.5585095934047737,,,,,,0.5605317360095429,,0.5418994492968126,0.5200696745194144,,,,,
m1225,,,,,,,,,,,,,,,0.5397319465011048,0.5285969376267149,,,,0.5306041542867763,0.5294623054774439,0.516415653313559,0.5098277329353559,,,,0.5366447030049623,,,0.5263479422708432,0.5159543367469133,,,,0.5083095166292214,0.5443355034637531,0.5314407600142865,,,,,0.5231805009013585,0.5091939228503928,0.5370399890558124,0.527401010810729,,,,,,,0.5088856891221187,,0.5450543014953148,0.5840087286539697,,,0.5158669898308134,0.5442434488401077,0.5088796082941563,0.518901737108581,,,,,,,,,,,0.5642688080403635,,,,,,0.5105248996292114,0.5136268948991356,,,0.5261811973047025,0.5159667980685718,,,,0.5191345466629242,,,,,0.5396236891413227,,,,,,,,
m1230,,0.5335255317079916,,,,,0.5877002484934898,,,0.5192894771524877,,,,,,,,,,0.5411864666461533,0.5684203949790461,,0.5381715114053254,0.5551686301333614,0.5291993063579357,0.5422954900815644,,,0.5815887017437644,0.5491085916319529,0.521624127494323,,,,,,,,,,,,0.5669284197838929,0.5394262097421585,,,0.5216014456076888,,,,0.5347264536034804,0.5288077843818063,0.5450543014953148,,,,,,0.5849965447651437,,0.5886925939099193,0.5539040059156258,,,,,0.6117984717049284,,0.5287470500422314,,,,,,,,0.5291446765540833,,0.5406228824466776,,,,,,0.5617571435430062,,0.5278154989002849,,,,,0.5363293055557435,,0.520980886425902,0.5385828389857301,,,,,
m1233,,,,,,,,,,,,,,,0.5572000235000732,0.5704744785171142,,,,0.5429182138466804,0.6047604142949483,0.5626899436351301,0.5584532031851128,0.5540666010450609,0.5774226539432206,0.5689199773550181,,,0.5662585431783905,0.5302027703277841,0.5494360634239939,,,,0.5472095381572566,0.6177126653981199,0.5343039423159727,,,,,0.5989671002593827,,,0.5517647609003637,,,,,,0.5253675599703135,,0.5840087286539697,,,0.5407370638578273,,0.5280393056602316,0.5336847162989746,0.5667943772784514,0.5703721541153399,,,,,0.5712902105270806,0.5481858956073057,,0.5459030268782828,0.5508274978722589,,,,,,0.5299192078745333,,,,,,,,,,0.5567219532779714,,,,,,,,,,,,,,
m1234,,,,,0.5907603981410356,,,,0.5660092987226449,,0.533066631497131,,,,0.5292971321379873,,,,,,,0.5609077737132597,0.5456228798347569,0.524540956433464,0.5571212493656605,0.5586388054472542,0.5331534114959497,0.5316638571956611,,,0.5214923946546773,0.5377262478108045,,,,,0.5616334039264199,,0.529261436430461,0.5883888067951277,,0.5168038373355832,,0.5926493004128363,,,,,,,0.5181038972966069,,,,0.5407370638578273,,,0.5311918181984813,,0.5780224585108118,0.5321915139031649,,,,,,,0.5214142529388193,0.5455906011557772,0.6613928564498881,0.5174681249057849,,0.5252963833379724,,,,,,,,0.5280116297036495,0.5185480433514724,,,,,,,,,,,,,,,,,,
m1240,,,0.50197180365079,0.5007256864060621,,,,,0.5031162879494189,,,,0.5438833752443232,0.5548627387335517,,0.5485994415125146,0.6892587159961417,,,,,,,,,,0.5128551354968355,0.5275784036459094,,,,0.6436244334830991,,0.5268735790481951,,,,0.4995785008022171,,0.5429686052536413,0.5949596380928365,,,,,,,0.621602536361583,,0.5074206399541368,,,,,,0.5101524781149673,,,,,,0.5005505793716319,,0.5463623465460543,0.5589982172673342,,,,,,,,0.5361132747012612,,0.5191119687381706,,,,,,,,,0.5238106349378662,0.5036676746592574,,0.5076306752198991,0.5415320389112344,0.5133884675677329,0.5062732049007734,,,,,,,,0.5311476908935651,0.5188035097234166,
m1242,0.5255918359987684,,0.5300935285519325,,,0.5456465488401477,,,,,0.5474705049059015,0.5243434929930152,,,0.5732171457236614,,,0.5843317443616058,,,,,,,,,,,,,,0.5127596328478219,,0.5315027429586991,,,,,,,,,,,,0.526669132799905,,,,,,,0.5158669898308134,,0.5280393056602316,0.5311918181984813,,,,,,,0.574322074787911,,0.5393593098314293,,,0.5265156352222782,,,0.5298894292677321,0.5335480964419467,,,,0.5754476914627495,0.5294959020287625,0.5566497252733832,,,0.5609202374164944,0.5279416110566235,,,,0.5323277734386405,,,0.5780189117737189,,0.5348144758366002,,0.5260611964190662,,,0.5202755950968946,0.5312537883837019,,,0.535256357075135
m1247,,,,,,,0.5738016323762889,,,,,,,,,,,,,0.5652891210552188,0.581371770638993,0.5424605426370277,0.5482702083260227,,0.581056712842027,0.5287497002215024,0.5329004075268922,,0.5377183132696459,0.5374775105282139,0.5615127367168387,,,,0.5231647721148409,,0.5661433202794578,,,,,0.5232939038518298,0.5606065211257232,0.5437140885828614,0.5339307032190336,,,,0.549581877745471,,,0.5192038633981151,0.5442434488401077,0.5849965447651437,0.5336847162989746,,,,,0.5542033042417526,0.5913564411837869,,,,,,,,0.5941301703530668,0.544598550281235,,0.5652992159683987,,,,,,,,,,,,,0.5379296203469528,,,,,,,0.5728807783775365,,,,,,0.5348708572591906,,
m1250,0.5224508537555841,,,,,,,,0.5529688481390675,,,,,,0.5794880122987357,,,,,,0.5705220646568325,0.6090670074057076,0.6337535184405575,0.5992329130565114,0.6147360594711798,0.5669563170275717,0.5530322218802824,,0.6039064130354933,0.5150197088328501,0.5436029047807518,,,,,0.5395659259039112,0.5767910775035873,,,0.5870473460548994,,0.6582637352960324,,0.6044775656008162,0.5483466950407815,,,,0.586409886986857,,0.5747479377209815,,,,0.5667943772784514,0.5780224585108118,,,0.5542033042417526,,0.5599551198065493,,,,,,,,,0.5160247517627077,,,0.52587819542612,,,,,,,,0.5673538712652555,0.5525003438934751,,,,,,,,,0.5163957023366371,,,,,,,,,
m1252,,,,,0.5387447357023545,,0.6089957294554973,,,,,,,,,0.5754507749874309,,,,0.5833277439501129,0.6483576013252599,0.6060571456552443,0.577998613485278,0.612508142706653,0.5954892089274822,0.6353032581581155,,,0.6260584696987807,0.5700140007505832,0.5475315679618235,,,,,0.5775426362307716,0.5357572804395873,,,,,0.6049378411465757,0.5644877564198157,0.5677257034902714,0.5957987646843486,,,,0.5801840059669932,,0.5930428391026064,,,0.5886925939099193,0.5703721541153399,0.5321915139031649,,,0.5913564411837869,0.5599551198065493,,,,,,,0.6040237792255294,,0.5768663335234273,,,,,,,,0.5969648589297635,,,,,,,,,,,,,,0.540061399571632,,,,,,,,,
m1258,,,,0.513220940693002,,,0.5504202887205739,,,0.5178654345249489,,,,,,0.523798482462039,,,0.5613885575458915,0.525254876788883,,0.5073096413929272,,,,,,,,0.5497416606727179,,,0.5354503148529662,,,,0.5171370255637232,,,,0.5061529468964295,,0.5666206319553478,,0.5794303001210228,,0.5480240974762144,0.5633739643900968,0.5735689478625677,0.5390650128447478,,0.6193116927401398,,0.5539040059156258,,,,,,,,,0.5394821600816712,,,,,,,,,0.53904632303188,,0.5218092784670432,,,,,0.5174677813921195,0.532811086976843,,,,,0.5374443232390969,,0.5357977143350325,,,0.5315307557399997,,,,,0.5430742668032573,,,0.5262656894349029,,0.5097068922866939
m1259,0.5156660061909091,,0.5096107763689899,0.5379618347768901,,0.519697136044704,,0.5093733506319926,,,0.5386118365854192,0.5339030753710553,,0.523349531223604,,,,0.5393451369210478,,,,,,,,,,,,,,0.5261714187135681,,0.5779408315400764,,,,,,,,,,,,0.5106022492511442,,,0.5124318983820688,0.5163771592034477,,0.5154701957458523,,,,,,0.574322074787911,,,,0.5394821600816712,,,0.5357177274937066,,,,,,0.5767989557788915,0.5183342482188558,,,0.5444851735415309,0.5227110858797117,,0.5503324576042732,0.5443477120525323,0.5254293098048176,,0.5120891227554695,,,,,,0.5157323556286463,,,0.5250610895582013,,0.5396011433018535,,,,,,,0.5258649953063154
m1265,0.5084620820760624,0.5485346458343098,0.5520097943188562,,,,,,,,,,,0.52396521322253,,0.5326226054123422,0.54653086840859,,,0.5086470001327282,,,,,,,0.50379739245678,,,0.501616934302765,,0.5382909759830548,,,,,,,,,0.5315622562050648,,,,,,,0.5142908016150707,,,,,,0.5171165282782008,,,0.5463623465460543,,,,,,,,0.561029306924552,,,0.5058157385610481,,,,,0.5105103833910273,0.5202626281687762,0.538601962518111,0.503788134353879,,,0.5084203233664226,,,,,0.5115769678188103,0.5334075277349425,,0.5361830464064359,0.597222008548227,,0.5429658949301921,,,0.513365298732978,,0.5163300745321965,0.5015818122636035,,,0.5262492773077703,
m1270,0.5791569706779564,,0.5244635188989782,0.515434350567531,,,,,,,,0.5752212397485096,0.5705005994747775,0.6028138890975383,,,0.5886614792331337,0.5385844067229197,,,,,,,,,0.5182726802757911,0.5440305577227934,,,,0.5922922137390807,,0.6156293925823673,,,,,,0.5347581348189904,,,,,,0.5617784813639621,,,,,,,,,,0.5156210877905805,0.5589982172673342,0.5393593098314293,,,,,0.5357177274937066,0.561029306924552,,,,0.5923258784426749,,,0.5514223938578239,,0.5273998671849115,,0.5838801634352598,0.5262323157197909,,,0.513840886660839,,,,,,,,,0.6392748160841314,,0.5437058337371953,,,0.5462108182342419,,,0.5202888672347104,,,0.5446456614897403,
m1278,,,,,,,,,,,,,,,0.5080719227217794,0.5267059987279553,,,,,0.5762260365673055,,0.5425389189624897,0.5369947580224772,0.5557552024553302,0.5618534052229481,0.5543371600717585,,0.5548167952544713,0.5434114589980938,0.5644860835023274,,,,0.5618528161311946,0.582561722874055,0.5207024841990431,,0.5178896986304424,,,0.5106735078013247,,0.5642693727964763,,,,,0.5336829293316264,0.5091565774147679,,,,,0.5712902105270806,,,,,,0.5100825734904293,,,,,,0.5488137399603851,,0.5636254067121766,0.5088009792857958,,,,,0.515184673263941,,,,,,,,,,0.5217621760768318,0.5304385025499246,,,,0.5613972421728565,0.5092756489472162,,,,,,,,0.5187536859420474,
m1288,,,,,,,0.5691101419653852,,,0.5202304013122597,,,,,,0.5662524630097842,,,,0.5874861183502766,0.6211525374967919,,0.5515612389818497,0.5293561670154524,0.524303596989217,0.5374145679316634,,,0.5963874008998248,0.5552727910153243,,,0.5605361831857778,,0.5946394902323133,0.5472171653315225,,,,,,0.5490298260278224,0.5999146935934943,0.5469009316460997,,,,,,0.5271884979088522,0.5268198566768886,,,0.6117984717049284,0.5481858956073057,,,,,,0.6040237792255294,,,,,0.5488137399603851,,,0.5188853623680045,,,,,0.586274439078536,,,,,,,,,,,0.5551497797973394,,0.5410981096315828,,,0.597396909794443,0.5338874484179161,,,,0.5540575511239826,,,,,
m1291,0.5196362909860669,,,0.5204426805253488,,0.5390481703300875,,,0.5302808354059136,,0.5205476340269384,0.5713717818745889,0.5773536754125712,0.572679975825414,0.5111237524142169,,0.5385719937578103,0.5198334987640516,,,,,,,,,,,,,,0.549867314478839,,0.5167969443490944,,,,0.5544819484853414,0.5214631374451636,0.5918219872072923,,,,,,0.6273988455303394,,,,0.5255719339230736,,,,,,0.5214142529388193,,0.5265156352222782,,,,,,,0.5923258784426749,,,,,,0.5212045532253857,,,,0.5282055932657941,0.5294075830337676,,,,,,,,0.5271665433161471,,,,0.5680371556367348,0.5210823917217828,,,,0.5106316144301069,,,,0.5617674675940678,,,0.5751822157950729
m1294,,0.528580800098279,,,,,0.5389913693966806,,,,,,,,0.5236265914182439,,,0.5164154106549053,,,0.5665807263369439,,0.5254359375350667,0.5327226373691841,0.5244527451825263,0.5288569487004723,,0.541506256190059,0.5499493913153155,0.5274195780262921,0.5285418499435618,,,,0.5154133937629715,,0.5626436861561848,,,,,0.540203676787005,,0.516849355901506,0.5222285168918025,,,,,0.5370514364528719,,0.5211746753261144,,0.5287470500422314,0.5459030268782828,0.5455906011557772,,,0.5941301703530668,,0.5768663335234273,,,,,0.5636254067121766,0.5188853623680045,,,0.5841894269372905,,,0.5337917342335854,,,,,,,,,,,,,,,,,,,,,0.5167301977592389,,,,,,
m1304,,,0.5076536339250453,,,,0.5327733185915662,,,,,,0.5066585836015061,,,,,0.5153012168783875,,,,0.5365641674638874,0.5370080524337503,0.5321483843465247,0.562236492881692,0.5784889635816857,,0.5056906786273443,,,0.5652944056698184,,,,,0.5288851665874804,0.5473773487148499,,,,,0.5110141742729166,,0.533623377339728,0.5224944312481873,,,,,0.5152340185099087,,,,,0.5508274978722589,0.6613928564498881,,,0.544598550281235,0.5160247517627077,0.5239091176337899,,,,,0.5088009792857958,,,0.5841894269372905,,0.5299370615255543,,0.5137495411525713,,,0.5211742661410341,,,0.5300524680854646,,,,,,,,,,,,0.5225603630743152,,,,,,,,0.5096962238558739,
m1307,0.5452649414238455,0.5101301736897617,0.5271623843680918,,,,,,,,0.5212778597928033,0.587522317036367,0.5584027203063943,0.5136811160816261,,,,0.5737403987744131,,,,,,,,,,0.5474054281396776,,,,,,0.5651513870980913,,,,,0.5208382447149593,,,,,,,,,,,0.520005076308406,,,,0.516967433270435,,0.5174681249057849,,0.5298894292677321,,,,,0.5767989557788915,,0.5514223938578239,,,0.5212045532253857,,0.5299370615255543,,,,,0.5577511572559244,0.5650233776231035,,0.5531044785147653,0.5450947142018655,,,0.5320879778096816,0.596631068209642,,,,,0.5227375528498588,,,0.5353678334708228,,0.5528814512642961,,,0.534281871755874,,,,0.5451051668501739
m1358,,0.5213594708857041,,0.5211257262838506,0.5133483155255784,,0.5162976582925799,,,0.5176374068542664,0.5248018355084916,,,,,,,0.5153660165312812,,0.550996716241139,,0.517472360406078,,,,,,,,,,,,,,,0.5835154360110337,,,,,,0.5315191562317294,,0.517202289169286,,,,0.5256424386659834,,,0.5296409405004155,0.5642688080403635,,,,,0.5335480964419467,0.5652992159683987,,,0.53904632303188,0.5183342482188558,,,,,,,,,,,,,,0.5332853360647725,0.5288332456466852,0.5460711289138684,,,0.5618702294702382,,,0.5300838047279064,0.5132294999073854,,,,,,0.5302487320654854,0.5146899677560908,0.5295377716051632,0.5172046116652259,,0.5259816350301357,,,
m1387,0.5114715080721112,,0.5160748453865924,0.521553663142241,,,,,,,,,0.513936009106407,0.601542311620942,,,0.5355691390454143,0.5230205149751156,0.5324449530856874,,,0.5176849676682067,,,,,,0.5268411586223444,,,,0.5664706600318785,,0.5456139842002793,,,,,,0.5120492161519651,0.6022393406081253,,,0.5110101263440905,,,,0.6250944467259065,0.5554536705292014,,0.5201170765966744,,,,,0.5252963833379724,0.5361132747012612,,,0.52587819542612,,,,0.5105103833910273,0.5273998671849115,,,,0.5337917342335854,0.5137495411525713,,,,,,,,,,,,,,,,,,0.5073999536512901,,0.5371603225385363,0.536686234495386,,,,,,,0.573464817033703,0.5784070395325277,
m1394,,0.5382941388984891,,,,,0.5446188244391679,,,0.5241377572707282,,,,,,0.5263800959834666,,,,0.5714863318826777,0.5503553251153357,,,,,,,,,0.5472201676625211,,,0.5348852425050686,,0.5156442064552558,,,,,,0.510810295819588,0.5137478542401479,0.5783349299431775,0.5370471092757461,0.5359598386584801,,0.5121914941617112,,,0.5138511013846951,,0.5228857894827553,,0.5158637316828373,,,,,,,0.5100771053896714,0.5218092784670432,,0.5202626281687762,,,0.586274439078536,,,,,,,,,,0.5336408761995426,,,0.5231827296757903,,,,,0.5583913292589378,,,,,,0.5365640587436568,0.5104270230508486,0.5341815807853859,0.5477427971182678,0.5835541063106836,,,,,
m1580,0.5416627178948128,0.5668395043375283,0.5538258806446407,,,,,0.5374840414927472,,,,0.5321537361079738,0.5591880757257889,0.658291367948001,,,0.5419204627874465,0.5536330811530026,,,,,,,,,,0.5326865794655619,,,,0.5227482910258351,,0.5801831764154843,,,,,,,,,,,,0.5478343222953116,,,,0.5597172520460486,,,,,,,,,,,,,0.5444851735415309,0.538601962518111,0.5838801634352598,,,0.5282055932657941,,,0.5577511572559244,,,,,0.560725461112352,,,0.5827068385397443,0.5351243020803789,,,0.5287581589525391,,0.5487342508318771,,0.5381165621332586,0.6392204886379137,,0.5278020618385391,,,,,,0.5207256317413164,0.5824074780975753,,,0.564344858887673
m1610,0.5107276115572303,,0.5252519041530639,,,0.5447585540702076,,,,,,0.5479990279958467,0.6215074461745442,0.6022978214262407,,,0.5200717353660322,0.5693757477573753,,,,,,,,,,0.5133921251771307,,,,0.5571550845943389,,0.511638019376515,,,,,,,,,,,,0.5450089041306161,,,,0.515317202908386,,,,,0.5299192078745333,0.5141949449746571,,0.5754476914627495,,,,,0.5227110858797117,,0.5262323157197909,,,0.5294075830337676,,0.5211742661410341,0.5650233776231035,,,,0.560725461112352,,,0.5245453422609213,0.571759165094127,,0.5328864513164758,,,,,,,0.5242680000763744,,,,,,,,0.5202698640904418,0.5745768179959717,,0.513932184986874,0.5649496813327044
m1617,,0.5067030666676046,,,0.5608157983745876,,,,,0.5388691601544496,,,,,,,,,0.5090483318164638,0.5468089808695595,0.5347705399399202,0.5453266829611778,0.5164418734661289,0.552557498191554,0.5291874684126119,0.5472374096410794,,,0.5374809378873152,,,,0.5095417464361987,,,0.5084720827706043,0.525988609965708,,,,,0.5257437560519993,,0.5306998219109911,0.5377459675683134,,0.5357257132360337,,,,0.5348616367292786,0.5090443228565245,,0.5291446765540833,,,,0.5294959020287625,,,0.5969648589297635,,,,,,,,0.5100510778443786,,,0.5332853360647725,,0.5336408761995426,,,,,,,,,,,,,,,,,,0.570541079939008,,0.5073242560178484,0.5308993166073094,,,,,
m1704,,,,0.5748110520524171,0.5157940243542353,0.5420231333498254,,,,,0.5739541596904032,0.5724797930362514,0.5128873211791753,,0.5555782983493733,,,0.5675624718188108,0.516384400156798,,,,,,,,,,,,,0.510266784762996,,,,,,,,,,,,,,0.5281726623185723,,,,,,,0.5105248996292114,,,0.5098947195439304,,0.5566497252733832,,,,,0.5503324576042732,,,,,,,,0.5531044785147653,0.5288332456466852,,,,0.5245453422609213,,,0.55434040494876,0.5144988482499376,0.542209433193074,0.5725583869166316,0.5221720861644312,0.5133863918465286,,,,,0.5544699480289136,,,0.5110869292500404,0.5597549021330132,,,,0.5643912045260293,0.5118414747074196,,0.5276998990329882
m1784,,0.5367037854860841,,0.5110040362873938,,,,,,,,0.5733401694086055,,0.527913429935107,,,,0.5866088035243966,,,,,,,,,,0.5117618570550312,,,,,0.5363068905012398,0.5428098413729434,,,,,,,,,0.5044195676308774,,,0.5118095301690446,,,,,,,0.5136268948991356,0.5406228824466776,,,,0.5083590760268116,,,,0.5174677813921195,0.5443477120525323,0.5084203233664226,0.513840886660839,,,,,0.5300524680854646,0.5450947142018655,0.5460711289138684,,,0.5827068385397443,0.571759165094127,,0.55434040494876,,0.5362719129910264,0.5142598755970462,,0.5074964759798565,,,,0.5209942471572226,0.5181045289241015,,,,,,,,,0.5329607344176948,,,0.5454280355610078
